"","Study_ID","Location_ID","Study_Specific_Location_ID","Field_Collection_Type","Field_Collector","Field_Collection_Start_Date","Field_Collection_Start_Time","Field_Collection_End_Date","Field_Collection_End_Time","Field_Collection_Comment","Field_Collection_Area","Field_Collection_Area_Units","Field_Collection_Reference_Point","Field_Collection_Upper_Depth","Field_Collection_Lower_Depth","Field_Collection_Depth_Units","Well_Water_Level_Measuring_Point_or_TOC_ID","Sample_ID","Sample_Field_Replicate_ID","Sample_Replicate_Flag","Sample_Sub_ID","Sample_Composite_Flag","Storm_Event_Qualifier","Sample_Matrix","Sample_Source","Sample_Use","Sample_Collection_Method","Sample_Preparation_Method","Sample_Method_Other","Sample_Taxon_Name","Sample_Taxon_TSN","Sample_Tissue_Type","Sample_Percent_Sorted","Result_Parameter_Name","Result_Parameter_CAS_Number","Lab_Analysis_Date","Lab_Analysis_Date_Accuracy","Lab_Analysis_Time","Result_Value","Result_Value_Units","Result_Reporting_Limit","Result_Reporting_Limit_Type","Result_Detection_Limit","Result_Detection_Limit_Type","Result_Data_Qualifier","Fraction_Analyzed","Field_Filtered_Flag","Result_Basis","Digestion_Method","Water_Level_Accuracy","Result_Method","Result_Comment","Result_Additional_Comment","Result_Lab_Replicate_ID","Result_Lab_Name","Result_Validation_Level","Result_Taxon_Name","Result_Taxon_TSN","Result_Taxon_Unidentified_Species","Result_Taxon_Life_Stage","QC_Blank_Type","QC_Blank_Censor_Factor","Lab_Batch_ID","Lab_GC_Column_ID"
"127","Ambient Monitoring","09MID1744","09MID1744","Sample","GovLocal","8/8/2023",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"09MID1744_23",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,36.67,"Number of Individual Organisms",NA,45291,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","Orthocladiinae Genus 5 (Coffman and Ferrington)","09MID1744_23",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"128","Ambient Monitoring","09MID1817","09MID1817","Sample","GovLocal","8/3/2020",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"09MID1817_20",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,60,"Number of Individual Organisms",NA,44196,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","09MID1817_20",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"129","Ambient Monitoring","09MID1817","09MID1817","Sample","GovLocal","8/3/2020",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"09MID1817_20",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,60,"Number of Individual Organisms",NA,44196,"U",NA,2,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","09MID1817_20",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"130","Ambient Monitoring","09MID1817","09MID1817","Sample","GovLocal","8/13/2019",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"09MID1817_19",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,36.67,"Number of Individual Organisms",NA,43830,"U",NA,3,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","09MID1817_19",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"131","Ambient Monitoring","09MID1817","09MID1817","Sample","GovLocal","8/13/2019",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"09MID1817_19",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,36.67,"Number of Individual Organisms",NA,43830,"U",NA,4,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","09MID1817_19",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"132","Ambient Monitoring","09MID1958","09MID1958","Sample","GovLocal","7/29/2019",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"09MID1958_19",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,46.67,"Number of Individual Organisms",NA,43830,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","09MID1958_19",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"133","Ambient Monitoring","09MID1958","09MID1958","Sample","GovLocal","7/29/2019",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"09MID1958_19",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,46.67,"Number of Individual Organisms",NA,43830,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","09MID1958_19",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"134","Ambient Monitoring","09NEW1657","09NEW1657","Sample","GovLocal","9/3/2024",NA,NA,NA,"medium flow.",8,"ft2",NA,NA,NA,NA,NA,"09NEW1657_24",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,16.67,"Number of Individual Organisms",NA,45657,"U",NA,5,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","09NEW1657_24",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"135","Ambient Monitoring","09NEW1657","09NEW1657","Sample","GovLocal","9/3/2024",NA,NA,NA,"medium flow.",8,"ft2",NA,NA,NA,NA,NA,"09NEW1657_24",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,16.67,"Number of Individual Organisms",NA,45657,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","09NEW1657_24",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"136","Ambient Monitoring","09NEW2128","09NEW2128","Sample","GovLocal","9/9/2022",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"09NEW2128_22",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,20,"Number of Individual Organisms",NA,44926,"U",NA,2,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","09NEW2128_22",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"137","Ambient Monitoring","09NEW2128","09NEW2128","Sample","GovLocal","9/9/2022",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"09NEW2128_22",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,20,"Number of Individual Organisms",NA,44926,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","09NEW2128_22",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"138","Boise Ambient","BSE_21_GolfCrs","BSE_21_GolfCrs","Sample","GovLocal","7/15/2024",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"BSE_21_GolfCrs_24",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,20,"Number of Individual Organisms",NA,45657,"U",NA,12,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","BSE_21_GolfCrs_24",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"139","Boise Ambient","BSE_21_GolfCrs","BSE_21_GolfCrs","Sample","GovLocal","7/15/2024",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"BSE_21_GolfCrs_24",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,20,"Number of Individual Organisms",NA,45657,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","BSE_21_GolfCrs_24",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"140","Miller-Walker","Miller_Cove","Miller_Cove","Sample","GovLocal","8/30/2018",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"Miller_Cove_18",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,70,"Number of Individual Organisms",NA,43465,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","Miller_Cove_18",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"141","Miller-Walker","Miller_Cove","Miller_Cove","Sample","GovLocal","8/30/2018",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"Miller_Cove_18",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,70,"Number of Individual Organisms",NA,43465,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","Orthocladiinae Genus 5 (Coffman and Ferrington)","Miller_Cove_18",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
